case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
3	MN604280.1	835	1314	A.1	N/A	N/A	1-949,1118-1314	949-1118	A.1.NmC2 + A.1.NmC1	>>	N/A	1115-1116	N/A	1.51e-189	1.82e-85	[], []
3	MN604284.1	835	1370	A.1	N/A	N/A	1-1155,1303-1370	1155-1303	A.1.NmC2 + A.1.NmC1	>>	N/A	1296-1297	N/A	4.33e-190	8.35e-84	[], []
3	ON022400.1	835	987	A.1	N/A	N/A	1-404,567-987	404-567	A.1.NmC2 + A.1.NmC1	>>	N/A	566-567	N/A	1.39e-197	2.98e-09	[], []
3	ON022381.1	835	1424	A.1	N/A	N/A	1-1392,1394-1424	1392-1394	A.1.NmC2 + A.1.NmC1	>>	N/A	1393-1394	N/A	1.41e-193	4.29e-20	[], []
3	ON022390.1	835	1422	A.1	N/A	N/A	1-1390,1392-1422	1390-1392	A.1.NmC2 + A.1.NmC1	>>	N/A	1391-1392	N/A	1.42e-193	7.36e-20	[], []
3	ON022725.1	835	1017	A.1	N/A	N/A	1-833,961-1017	833-961	A.1.NmC2 + A.1.NmC1	>>	N/A	960-961	N/A	1.06e-192	4.09e-56	[], []
3	MK882614.1	835	958	A.1	N/A	N/A	1-493,844-958	493-844	A.1.NmC2 + A.1.NmC1	>>	N/A	842-843	N/A	8.48e-185	9.84e-20	[], []
3	MK882616.1	835	697	A.1	N/A	N/A	1-183,184-334,499-697	183-499 -> 334-499	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	183-184, 496-497	N/A	1.54e-85	2.58e-23	[], []
3	MH030091.1	835	574	A.1	N/A	N/A	1-400,464-574	400-464	A.1.NmC2 + A.1	>>	N/A	400-401	N/A	2.60e-157	1.64e-24	[], []
3	ON022734.1	835	1110	A.1	N/A	N/A	1-905,986-1110	905-986	A.1.NmC2 + A.1.NmC1	>>	N/A	985-986	N/A	6.38e-193	7.11e-55	[], []
3	ON022371.1	835	1368	A.1	N/A	N/A	1-1334,1337-1368	1334-1337	A.1.NmC2 + A.1.NmC1	>>	N/A	1336-1337	N/A	8.71e-193	6.02e-54	[], []
3	ON022412.1	835	1370	A.1	N/A	N/A	1-1336,1339-1370	1336-1339	A.1.NmC2 + A.1.NmC1	>>	N/A	1338-1339	N/A	8.71e-193	3.72e-46	[], []
3	OP508715.1	835	1471	A.1	N/A	N/A	1-1429,1432-1471	1429-1432	A.1.NmC2 + A.1	>>	N/A	1429-1430	N/A	5.51e-229	6.37e-107	[], []
3	ON022406.1	835	1418	A.1	N/A	N/A	1-1405,1407-1418	1405-1407	A.1.NmC2 + A.1.NmC1	>>	N/A	1406-1407	N/A	6.90e-194	6.56e-91	[], []
3	MH030079.1	835	1426	A.1	N/A	N/A	1-1353,1355-1426	1353-1355	A.1.NmC2 + A.1.NmC1	>>	N/A	1354-1355	N/A	8.55e-194	3.79e-26	[], []
3	MH030081.1	835	1426	A.1	N/A	N/A	1-1352,1395-1426	1352-1395	A.1.NmC2 + A.1.NmC1	>>	N/A	1365-1366	N/A	2.54e-194	4.38e-20	[], []
3	MH030082.1	835	1427	A.1	N/A	N/A	1-1351,1396-1427	1351-1396	A.1.NmC2 + A.1.NmC1	>>	N/A	1395-1396	N/A	3.67e-194	4.32e-26	[], []
3	ON022378.1	835	1426	A.1	N/A	N/A	1-1350,1395-1426	1350-1395	A.1.NmC2 + A.1.NmC1	>>	N/A	1394-1395	N/A	8.71e-193	1.80e-11	[], []
3	ON022397.1	835	1362	A.1	N/A	N/A	1-1349,1351-1362	1349-1351	A.1.NmC2 + A.1.NmC1	>>	N/A	1350-1351	N/A	6.93e-194	1.06e-86	[], []
3	OQ714299.1	835	791	A.1	N/A	N/A	1-319,320-335,336-791	319-336 -> 	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	319-320, 335-336	N/A	6.75e-46	1.89e-31	[], []
3	ON022629.1	835	1372	A.1	N/A	N/A	1-1340,1342-1372	1340-1342	A.1.NmC2 + A.1.NmC1	>>	N/A	1340-1341	N/A	1.42e-193	1.09e-04	[], []
3	ON022623.1	835	1371	A.1	N/A	N/A	1-1295,1340-1371	1295-1340	A.1.NmC2 + A.1.NmC1	>>	N/A	1339-1340	N/A	8.66e-193	5.40e-10	[], []
3	ON022280.1	835	1418	A.1	N/A	N/A	1-1334,1351-1418	1334-1351	A.1.NmC2 + A.1.NmC1	>>	N/A	1344-1345	N/A	1.82e-191	5.94e-99	[], []
3	MK249066.1	835	1414	A.1	N/A	N/A	1-615,634-654,655-1414	615-655 -> 615-634	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	616-617, 654-655	N/A	1.02e-121	6.99e-25	[], []
3	OQ714323.1	835	827	A.1	N/A	N/A	1-119,278-827	119-278	A.1 + A.1.NmC1	<<	N/A	277-278	N/A	3.00e-24	1.21e-26	[], []
3	ON022672.1	835	1214	A.1	N/A	N/A	1-987,1121-1214	987-1121	A.1.NmC2 + A.1.NmC1	>>	N/A	1120-1121	N/A	4.57e-193	2.07e-06	[], []
3	ON022260.1	835	1412	A.1	N/A	N/A	1-1390,1392-1412	1390-1392	A.1.NmC2 + A.1.NmC1	>>	N/A	1390-1391	N/A	5.25e-195	1.22e-86	[], []
3	ON022586.1	835	1426	A.1	N/A	N/A	1-1324,1329-1426	1324-1329	A.1.NmC2 + A.1.NmC1	>>	N/A	1325-1326	N/A	1.02e-211	1.31e-20	[], []
3	ON022657.1	835	1424	A.1	N/A	N/A	1-1392,1394-1424	1392-1394	A.1.NmC2 + A.1.NmC1	>>	N/A	1392-1393	N/A	1.42e-193	3.69e-12	[], []
3	ON502396.1	835	1379	A.1	N/A	N/A	1-1345,1347-1379	1345-1347	A.1.NmC2 + A.1.NmC1	>>	N/A	1345-1346	N/A	7.47e-192	2.95e-86	[], []
3	ON022450.1	835	1369	A.1	N/A	N/A	1-1285,1302-1369	1285-1302	A.1.NmC2 + A.1.NmC1	>>	N/A	1295-1296	N/A	4.31e-190	2.76e-89	[], []
3	ON022471.1	835	1314	A.1	N/A	N/A	1-1099,1247-1314	1099-1247	A.1.NmC2 + A.1.NmC1	>>	N/A	1240-1241	N/A	4.31e-190	1.07e-82	[], []
3	ON022479.1	835	1270	A.1	N/A	N/A	1-1189,1206-1270	1189-1206	A.1.NmC2 + A.1.NmC1	>>	N/A	1199-1200	N/A	4.10e-190	7.22e-82	[], []
3	MK882619.1	835	1314	A.1	N/A	N/A	1-1230,1247-1314	1230-1247	A.1.NmC2 + A.1.NmC1	>>	N/A	1240-1241	N/A	1.83e-191	2.55e-81	[], []
3	ON502401.1	835	1304	A.1	N/A	N/A	1-32,170-856,857-1304	32-857 -> 32-170	A.1.NmC1 + A.1.NmC2 + A.1.NmC1	<<	N/A	104-105, 856-857	N/A	2.87e-40	4.32e-177	[], []
3	ON502405.1	835	1426	A.1	N/A	N/A	1-32,152-175,176-1426	32-176 -> 32-152	A.1.NmC2 + A.1 + A.1.NmC2	<<	N/A	104-105, 175-176	N/A	3.37e-25	5.13e+08	[], []
3	ON022587.1	835	1427	A.1	N/A	N/A	1-1400,1402-1427	1400-1402	A.1.NmC2 + A.1.NmC1	>>	N/A	1401-1402	N/A	1.31e-193	2.60e-39	[], []
3	ON022503.1	835	1285	A.1	N/A	N/A	1-1201,1218-1285	1201-1218	A.1.NmC2 + A.1.NmC1	>>	N/A	1211-1212	N/A	4.33e-190	7.90e-82	[], []
3	ON022491.1	835	1188	A.1	N/A	N/A	1-1104,1121-1188	1104-1121	A.1.NmC2 + A.1.NmC1	>>	N/A	1114-1115	N/A	4.33e-190	2.29e-85	[], []
3	ON022473.1	835	1322	A.1	N/A	N/A	1-1120,1255-1322	1120-1255	A.1.NmC2 + A.1.NmC1	>>	N/A	1248-1249	N/A	4.33e-190	7.71e-90	[], []
3	ON502410.1	835	1109	A.1	N/A	N/A	1-1076,1078-1109	1076-1078	A.1.NmC2 + A.1.NmC1	>>	N/A	1077-1078	N/A	1.71e-191	3.88e-68	[], []
3	ON022502.1	835	1310	A.1	N/A	N/A	1-1226,1243-1310	1226-1243	A.1.NmC2 + A.1.NmC1	>>	N/A	1236-1237	N/A	4.31e-190	6.97e-84	[], []
3	ON022482.1	835	1315	A.1	N/A	N/A	1-1231,1248-1315	1231-1248	A.1.NmC2 + A.1.NmC1	>>	N/A	1241-1242	N/A	4.31e-190	8.91e-82	[], []
3	ON022499.1	835	1229	A.1	N/A	N/A	1-1145,1162-1229	1145-1162	A.1.NmC2 + A.1.NmC1	>>	N/A	1155-1156	N/A	4.31e-190	2.11e-80	[], []
3	ON022511.1	835	1137	A.1	N/A	N/A	1-909,1041-1137	909-1041	A.1.NmC2 + A.1.NmC1	>>	N/A	1040-1041	N/A	1.01e-190	1.62e-70	[], []
3	ON022433.1	835	1316	A.1	N/A	N/A	1-1148,1249-1316	1148-1249	A.1.NmC2 + A.1.NmC1	>>	N/A	1248-1249	N/A	3.50e-191	3.64e-84	[], []
3	ON022316.1	835	1082	A.1	N/A	N/A	1-923,941-1082	923-941	A.1.NmC2 + A.1.NmC1	>>	N/A	939-940	N/A	4.79e-186	5.50e-23	[], []
3	ON022449.1	835	1413	A.1	N/A	N/A	1-1346,1348-1413	1346-1348	A.1.NmC2 + A.1.NmC1	>>	N/A	1346-1347	N/A	2.25e-191	1.55e-95	[], []
3	ON022593.1	835	1426	A.1	N/A	N/A	1-1413,1415-1426	1413-1415	A.1.NmC2 + A.1.NmC1	>>	N/A	1414-1415	N/A	6.90e-194	8.74e-40	[], []
3	ON022312.1	835	1427	A.1	N/A	N/A	1-1414,1416-1427	1414-1416	A.1.NmC2 + A.1.NmC1	>>	N/A	1415-1416	N/A	6.90e-194	8.07e-40	[], []
3	ON022465.1	835	1351	A.1	N/A	N/A	1-1345,1347-1351	1345-1347	A.1.NmC2 + A.1.NmC1	>>	N/A	1345-1346	N/A	4.99e-194	1.59e-75	[], []
3	ON022394.1	835	1372	A.1	N/A	N/A	1-1338,1341-1372	1338-1341	A.1.NmC2 + A.1.NmC1	>>	N/A	1340-1341	N/A	8.71e-193	1.88e-65	[], []
3	ON022291.1	835	1425	A.1	N/A	N/A	1-1323,1328-1425	1323-1328	A.1.NmC2 + A.1.NmC1	>>	N/A	1324-1325	N/A	1.02e-211	2.30e-20	[], []
3	ON022293.1	835	1426	A.1	N/A	N/A	1-1324,1329-1426	1324-1329	A.1.NmC2 + A.1.NmC1	>>	N/A	1325-1326	N/A	1.02e-211	6.14e-27	[], []
3	ON022294.1	835	1425	A.1	N/A	N/A	1-1323,1328-1425	1323-1328	A.1.NmC2 + A.1.NmC1	>>	N/A	1324-1325	N/A	1.02e-211	1.83e-20	[], []
3	ON022733.1	835	1104	A.1	N/A	N/A	1-905,986-1104	905-986	A.1.NmC2 + A.1.NmC1	>>	N/A	985-986	N/A	7.61e-193	7.15e-55	[], []
3	ON022286.1	835	1429	A.1	N/A	N/A	1-1405,1406-1429		A.1.NmC2 + A.1.NmC1	>>	N/A	1405-1406	N/A	9.80e-200	5.86e-46	[], []
3	ON022304.1	835	1426	A.1	N/A	N/A	1-1324,1329-1426	1324-1329	A.1.NmC2 + A.1.NmC1	>>	N/A	1325-1326	N/A	1.02e-211	3.08e-27	[], []
3	ON022549.1	835	976	A.1	N/A	N/A	1-392,463-976	392-463	A.1.NmC2 + A.1.NmC1	>>	N/A	392-393	N/A	9.56e-206	1.15e-17	[], []
3	OP508603.1	835	640	A.1	N/A	N/A	1-283,438-451,452-640	283-452 -> 283-438	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	284-285, 451-452	N/A	4.93e-33	3.70e-24	[], []
3	JF912179.1	835	1448	A.1	N/A	N/A	1-18,1425-1434,1435-1448	18-1435 -> 18-1425	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	18-19, 1434-1435	N/A	0.00e+00	1.19e-03	[], []
3	JF912181.1	835	1485	A.1	N/A	N/A	1-1440,1441-1447,1482-1485	1440-1482 -> 1447-1482	A.1 + A.1.NmC2 + A.1	>>	N/A	1440-1441, 1448-1449	N/A	2.37e+02	0.00e+00	[], []
3	JF912183.1	835	1453	A.1	N/A	N/A	1-11,1440-1453	11-1440	A.1.NmC2 + A.1	>>	N/A	11-12	N/A	0.00e+00	4.52e-05	[], []
3	JF912184.1	835	1441	A.1	N/A	N/A	1-18,1428-1437,1438-1441	18-1438 -> 18-1428	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	18-19, 1437-1438	N/A	0.00e+00	3.13e-10	[], []
3	JF912186.1	835	1445	A.1	N/A	N/A	1-3,1432-1441,1442-1445	3-1442 -> 3-1432	A.1.NmC2 + A.1 + A.1.NmC2	<<	N/A	18-19, 1441-1442	N/A	0.00e+00	6.81e-03	[], []
3	MF004382.1	835	1483	A.1	N/A	N/A	1-1460,1481-1483	1460-1481	A.1 + A.1	>>	N/A	1465-1466	N/A	2.72e+00	2.72e+00	[], []
3	MH018100.1	835	1407	A.1	N/A	N/A	1-1383,1402-1407	1383-1402	A.1.NmC2 + A.1	>>	N/A	1383-1384	N/A	7.72e-96	1.65e-142	[], []
3	MH018101.1	835	1412	A.1	N/A	N/A	1-1388,1407-1412	1388-1407	A.1.NmC2 + A.1	>>	N/A	1388-1389	N/A	7.72e-96	2.88e-140	[], []
3	MW158338.1	835	1421	A.1	N/A	N/A	1-271,736-1389,1390-1421	271-1390 -> 271-736	A.1.NmC2 + A.1 + A.1.NmC2	<<	N/A	729-730, 1389-1390	N/A	5.97e-84	2.83e+23	[], []
3	MW158339.1	835	1432	A.1	N/A	N/A	1-3,4-1432		A.1.NmC2 + A.1	<<	N/A	3-4	N/A	0.00e+00	2.36e-04	[], []
3	MW158343.1	835	1464	A.1	N/A	N/A	1-357,358-363,1439-1464	357-1439 -> 363-1439	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	357-358, 1438-1439	N/A	5.24e-134	4.76e-08	[], []
3	MW158345.1	835	1464	A.1	N/A	N/A	1-1427,1428-1443,1444-1464	1427-1444 -> 	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	1427-1428, 1443-1444	N/A	2.72e-141	3.06e-92	[], []
3	MW158346.1	835	1460	A.1	N/A	N/A	1-1425,1426-1441,1442-1460	1425-1442 -> 	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	1425-1426, 1441-1442	N/A	2.72e-141	1.34e-101	[], []
3	MW158359.1	835	1480	A.1	N/A	N/A	1-1437,1467-1480	1437-1467	A.1 + A.1	>>	N/A	1458-1459	N/A	2.72e+00	2.72e+00	[], []
3	MW158361.1	835	1490	A.1	N/A	N/A	1-1445,1485-1490	1445-1485	A.1 + A.1.NmC2	>>	N/A	1476-1477	N/A	1.94e+15	0.00e+00	[], []
3	ON022716.1	835	1409	A.1	N/A	N/A	1-1214,1344-1409	1214-1344	A.1.NmC2 + A.1.NmC1	>>	N/A	1342-1343	N/A	4.92e-183	0.00e+00	[], []
3	OR119828.1	835	1448	A.1	N/A	N/A	1-10,1421-1448	10-1421	A.1.NmC2 + A.1	>>	N/A	12-13	N/A	0.00e+00	1.70e-04	[], []
3	PQ186339.1	835	1482	A.1	N/A	N/A	1-1433,1447-1482	1433-1447	A.1 + A.1	>>	N/A	1443-1444	N/A	2.72e+00	2.72e+00	[], []
3	PQ186344.1	835	1445	A.1	N/A	N/A	1-119,1432-1441,1442-1445	119-1442 -> 119-1432	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	163-164, 1441-1442	N/A	8.46e-302	4.42e-06	[], []
3	PQ186349.1	835	1487	A.1	N/A	N/A	1-1468,1485-1487	1468-1485	A.1 + A.1	>>	N/A	1468-1469	N/A	2.72e+00	2.72e+00	[], []
3	PQ186350.1	835	1472	A.1	N/A	N/A	1-1424,1469-1472	1424-1469	A.1 + A.1	>>	N/A	1455-1456	N/A	2.72e+00	2.72e+00	[], []
3	PQ186354.1	835	1460	A.1	N/A	N/A	1-1416,1456-1460	1416-1456	A.1 + A.1	>>	N/A	1439-1440	N/A	2.72e+00	2.72e+00	[], []
3	PQ441955.1	835	1437	A.1	N/A	N/A	1-9,1412-1437	9-1412	A.1.NmC2 + A.1	<<	N/A	11-12	N/A	0.00e+00	9.54e-02	[], []
3	OP508607.1	835	612	A.1	N/A	N/A	1-230,231-612		A.1 + A.1.NmC1	<<	N/A	230-231	N/A	7.12e-30	5.13e-33	[], []
3	OP508611.1	835	555	A.1	N/A	N/A	1-106,107-242,243-555	106-243 -> 	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	106-107, 242-243	N/A	6.55e-50	1.69e-30	[], []
3	OP508620.1	835	785	A.1	N/A	N/A	1-652,671-688,689-785	652-689 -> 652-671	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	652-653, 688-689	N/A	1.33e-18	1.75e-21	[], []
3	OP508621.1	835	737	A.1	N/A	N/A	1-150,151-185,423-737	150-423 -> 185-423	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	150-151, 422-423	N/A	2.13e-26	2.47e-21	[], []
3	OP508634.1	835	638	A.1	N/A	N/A	1-312,313-342,481-638	312-481 -> 342-481	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	312-313, 480-481	N/A	3.95e-34	1.41e-31	[], []
3	OP508637.1	835	751	A.1	N/A	N/A	1-388,576-613,614-751	388-614 -> 388-576	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	558-559, 613-614	N/A	2.81e-18	2.64e-26	[], []
3	OP508639.1	835	474	A.1	N/A	N/A	1-316,317-474		A.1 + A.1.NmC1	<<	N/A	316-317	N/A	1.59e-13	8.65e-55	[], []
3	OP508641.1	835	697	A.1	N/A	N/A	1-303,427-463,464-697	303-464 -> 303-427	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	303-304, 463-464	N/A	3.51e-23	6.34e-26	[], []
3	OP508571.1	835	1270	A.1	N/A	N/A	1-1102,1238-1270	1102-1238	A.1.NmC2 + A.1.NmC1	>>	N/A	1235-1236	N/A	4.38e-183	0.00e+00	[], []
3	OP508653.1	835	652	A.1	N/A	N/A	1-36,37-83,535-652	36-535 -> 83-535	A.1.NmC1 + A.1.NmC2 + A.1.NmC1	<<	N/A	36-37, 83-84	N/A	3.51e-08	2.22e-246	[], []
3	OP508655.1	835	809	A.1	N/A	N/A	1-55,56-143,144-809	55-144 -> 	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	55-56, 143-144	N/A	1.61e-10	1.01e-31	[], []
3	OP508701.1	835	868	A.1	N/A	N/A	1-378,452-514,515-868	378-515 -> 378-452	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	451-452, 514-515	N/A	4.30e-30	3.24e-25	[], []
3	OP508707.1	835	936	A.1	N/A	N/A	1-468,739-936	468-739	A.1.NmC1 + A.1.NmC1	>>	N/A	589-590	N/A	2.72e+00	2.72e+00	[], []
3	OP508697.1	835	796	A.1	N/A	N/A	1-332,447-596,597-796	332-597 -> 332-447	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	446-447, 596-597	N/A	2.56e-35	1.03e-22	[], []
3	OP508672.1	835	890	A.1	N/A	N/A	1-83,84-146,147-890	83-147 -> 	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	83-84, 146-147	N/A	5.33e-13	7.33e-47	[], []
3	OP508674.1	835	692	A.1	N/A	N/A	1-234,365-393,394-692	234-394 -> 234-365	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	364-365, 393-394	N/A	2.39e-36	5.57e-24	[], []
3	OP508673.1	835	624	A.1	N/A	N/A	1-55,391-554,555-624	55-555 -> 55-391	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	55-56, 554-555	N/A	2.46e-41	3.86e-12	[], []
3	OP508579.1	835	997	A.1	N/A	N/A	1-564,968-997	564-968	A.1.NmC2 + A.1.NmC1	>>	N/A	960-961	N/A	7.51e-186	1.29e-258	[], []
3	PQ276811.1	835	1036	A.1	N/A	N/A	1-537,987-1036	537-987	A.1.NmC2 + A.1.NmC1	>>	N/A	982-983	N/A	4.84e-177	9.46e-318	[], []
3	PV710608.1	835	758	A.1	N/A	N/A	1-232,727-758	232-727	A.1.NmC2 + A.1.NmC1	>>	N/A	724-725	N/A	3.14e-184	6.11e-273	[], []
3	PP477075.1	835	1474	A.1	N/A	N/A	1-1417,1418-1437,1445-1474	1417-1445 -> 1437-1445	A.1 + A.1.NmC2 + A.1	>>	N/A	1417-1418, 1438-1439	N/A	2.61e+02	0.00e+00	[], []
3	PP869888.1	835	1168	A.1	N/A	N/A	1-396,1162-1168	396-1162	A.1.NmC2 + A.1	>>	N/A	567-568	N/A	2.35e-189	2.01e+07	[], []
3	PV710607.1	835	883	A.1	N/A	N/A	1-509,852-883	509-852	A.1.NmC2 + A.1.NmC1	>>	N/A	849-850	N/A	3.14e-184	3.96e-264	[], []
3	PV710587.1	835	909	A.1	N/A	N/A	1-530,878-909	530-878	A.1.NmC2 + A.1.NmC1	>>	N/A	875-876	N/A	3.16e-184	1.19e-306	[], []
3	PV710596.1	835	1413	A.1	N/A	N/A	1-34,1410-1413	34-1410	A.1.NmC1 + A.1	>>	N/A	52-53	N/A	0.00e+00	1.88e+12	[], []
3	PV710593.1	835	1427	A.1	N/A	N/A	1-34,1424-1427	34-1424	A.1.NmC1 + A.1	>>	N/A	52-53	N/A	0.00e+00	1.88e+12	[], []
3	PV710595.1	835	1404	A.1	N/A	N/A	1-3,1076-1400,1401-1404	3-1401 -> 3-1076	A.1 + A.1.NmC2 + A.1	<<	N/A	302-303, 1400-1401	N/A	2.84e+14	1.23e-153	[], []
