case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
23	OR264414.1	402	67	B.1.13.NmC1	N/A	N/A	1-64,65-67		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	64-65	N/A	8.56e-01	3.90e-76	[], []
23	OR264415.1	402	66	B.1.13.NmC1	N/A	N/A	1-61,62-66		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	61-62	N/A	1.87e-09	1.77e-67	[], []
23	OR264416.1	402	67	B.1.13.NmC1	N/A	N/A	1-62,63-67		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	62-63	N/A	1.88e-09	1.47e-73	[], []
23	OP205127.1	402	68	B.1.13.NmC1	N/A	N/A	1-65,66-68		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	65-66	N/A	8.56e-01	4.04e-82	[], []
23	OP415203.1	402	64	B.1.13.NmC1	N/A	N/A	1-61,62-64		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	61-62	N/A	8.56e-01	4.05e-44	[], []
23	OP415208.1	402	69	B.1.13.NmC1	N/A	N/A	1-66,67-69		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	66-67	N/A	8.52e-01	3.34e-87	[], []
23	OP415209.1	402	69	B.1.13.NmC1	N/A	N/A	1-66,67-69		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	66-67	N/A	8.52e-01	3.34e-87	[], []
23	PV984954.1	402	64	B.1.13.NmC1	N/A	N/A	1-58,59-64		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	58-59	N/A	4.69e-10	3.93e-52	[], []
23	OP392547.1	402	65	B.1.13.NmC1	N/A	N/A	1-62,63-65		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	62-63	N/A	8.52e-01	5.46e-55	[], []
23	OP415250.1	402	70	B.1.13.NmC1	N/A	N/A	1-67,68-70		B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	67-68	N/A	8.52e-01	8.85e-93	[], []
23	OP415254.1	402	69	B.1.13.NmC1	N/A	N/A	1-61,62-69		B.1.8 + B.1.13.NmC1	>>	N/A	61-62	N/A	8.21e-10	3.18e-07	[], []
23	OP628461.1	402	65	B.1.13.NmC1	N/A	N/A	1-41,42-65		B.1.1.NmC1 + B.1.13.NmC1	>>	N/A	41-42	N/A	6.75e-60	2.82e-04	[], []
23	OP650027.1	402	67	B.1.13.NmC1	N/A	N/A	1-22,23-67		C.1.NmC2 + B.1.13.NmC1	<<	N/A	22-23	N/A	3.09e-102	1.51e-04	[], []
23	OQ503757.1	402	67	B.1.13.NmC1	N/A	N/A	1-22,23-67		C.1.NmC2 + B.1.13.NmC1	<<	N/A	22-23	N/A	8.31e-113	1.51e-04	[], []
23	PV984893.1	402	66	B.1.13.NmC1	N/A	N/A	1-40,46-66	40-46	B.1.3.NmC1 + B.1.13.NmC1	<<	N/A	40-41	N/A	4.62e-93	1.49e-04	[], []
23	OP693654.1	402	60	B.1.13.NmC1	N/A	N/A	1-40,41-60		B.1.13.NmC1 + B.1.15	<<	N/A	40-41	N/A	1.81e-04	7.09e-38	[], []
23	OP681773.1	402	70	B.1.13.NmC1	N/A	N/A	1-63,64-70		B.1.8 + C.1.NmC1	>>	N/A	63-64	N/A	1.71e+06	8.96e-90	[], []
23	OP681774.1	402	69	B.1.13.NmC1	N/A	N/A	1-62,63-69		B.1.8 + C.1.NmC1	>>	N/A	62-63	N/A	1.71e+06	1.77e-82	[], []
23	PP002089.1	402	67	B.1.13.NmC1	N/A	N/A	1-46,47-67		B.1.22 + B.1.13.NmC1	>>	N/A	46-47	N/A	2.19e-59	1.48e-14	[], []
23	OR876394.1	402	77	B.1.13.NmC1	N/A	N/A	1-67,68-77		B.1.20 + F.1.NmC2	>>	N/A	67-68	N/A	4.66e-19	2.68e-144	[], []
23	PP155392.1	402	78	B.1.13.NmC1	N/A	N/A	1-66,68-78	66-68	B.1.20.NmC1 + F.3	>>	N/A	66-67	N/A	2.14e-23	2.85e-15	[], []
23	PP754993.1	402	78	B.1.13.NmC1	N/A	N/A	1-46,53-78	46-53	B.1.23 + B.1.13.NmC1	>>	N/A	46-47	N/A	4.70e-78	1.49e-06	[], []
24	OP415194.1	353	61	B.1.13	N/A	N/A	1-56,57-61		B.1.2.NmC6 + C.1.NmC1	>>	N/A	56-57	N/A	7.65e-25	1.04e-44	[], []
24	ON880533.1	353	60	B.1.13	N/A	N/A	1-55,56-60		B.1.NmC7 + B.1.11.NmC2	>>	N/A	55-56	N/A	7.79e-01	5.20e-83	[], []
24	OP225969.1	353	61	B.1.13	N/A	N/A	1-56,57-61		B.1.2.NmC2 + B.1.11.NmC2	>>	N/A	56-57	N/A	1.73e-27	7.53e-79	[], []
24	OP378702.1	353	64	B.1.13	N/A	N/A	1-61,62-64		B.1.13 + B.1.17.NmC6	>>	N/A	61-62	N/A	6.74e-01	2.08e-44	[], []
24	OP205082.1	353	63	B.1.13	N/A	N/A	1-57,58-63		B.1.13 + B.1.13.NmC1	>>	N/A	57-58	N/A	1.24e-01	7.59e-20	[], []
24	OP279039.1	353	64	B.1.13	N/A	N/A	1-58,60-64	58-60	B.1.13.NmC1 + B.1.17.NmC6	>>	N/A	58-59	N/A	9.18e-18	4.38e-57	[], []
24	OP279041.1	353	63	B.1.13	N/A	N/A	1-48,49-63		B.1.4 + B.1.13.NmC2	>>	N/A	48-49	N/A	1.69e-18	6.85e-29	[], []
24	OR264398.1	353	65	B.1.13	N/A	N/A	1-62,63-65		B.1.13 + B.1.17.NmC6	>>	N/A	62-63	N/A	6.74e-01	9.28e-59	[], []
24	OP415191.1	353	60	B.1.13	N/A	N/A	1-55,56-60		B.1.2.NmC6 + C.1.NmC1	>>	N/A	55-56	N/A	7.65e-25	1.04e-44	[], []
24	PV984943.1	353	65	B.1.13	N/A	N/A	1-56,57-65		C.1.NmC1 + B.1.3.NmC2	>>	N/A	56-57	N/A	3.76e-19	1.39e-51	[], []
24	OP279044.1	353	64	B.1.13	N/A	N/A	1-49,50-64		B.1.4 + B.1.13.NmC2	>>	N/A	49-50	N/A	1.68e-18	8.23e-30	[], []
24	OP205140.1	353	68	B.1.13	N/A	N/A	1-65,66-68		B.1.13 + B.1.17.NmC6	>>	N/A	65-66	N/A	6.74e-01	1.82e-75	[], []
24	OP279037.1	353	64	B.1.13	N/A	N/A	1-48,49-51,52-64	48-52 -> 	B.1.4 + B.1.2.NmC5 + B.1.4	>>	N/A	48-49, 51-52	N/A	1.15e-17	3.11e-106	[], []
24	OP279047.1	353	64	B.1.13	N/A	N/A	1-49,50-64		B.1.4 + B.1.13.NmC2	>>	N/A	49-50	N/A	1.68e-18	6.86e-31	[], []
24	OP270029.1	353	60	B.1.13	N/A	N/A	1-45,46-60		B.1.4 + B.1.NmC7	>>	N/A	45-46	N/A	3.70e-17	1.83e-03	[], []
24	OR004144.1	353	57	B.1.13	N/A	N/A	1-53,54-57		B.1.13 + B.1.17.NmC6	>>	N/A	53-54	N/A	6.31e-01	2.95e-49	[], []
24	OP310065.1	353	65	B.1.13	N/A	N/A	1-17,23-46,47-65	17-47 -> 17-23	B.1.3.NmC2 + B.1.NmC10 + B.1.3.NmC2	<<	N/A	22-23, 46-47	N/A	5.24e-43	7.91e-30	[], []
24	OP628462.1	353	64	B.1.13	N/A	N/A	1-58,59-64		B.1.13.NmC1 + B.1.13	>>	N/A	58-59	N/A	1.96e-08	3.82e-04	[], []
24	OP687942.1	353	63	B.1.13	N/A	N/A	1-57,58-63		B.1.13.NmC1 + B.1.8.NmC1	>>	N/A	57-58	N/A	9.36e-12	1.07e-66	[], []
24	OP894040.1	353	66	B.1.13	N/A	N/A	1-59,60-66		B.1.NmC4 + B.1.8.NmC1	>>	N/A	59-60	N/A	3.05e-04	4.90e-87	[], []
24	OQ468862.1	353	66	B.1.13	N/A	N/A	1-51,52-66		B.1.7 + B.1.13.NmC2	>>	N/A	51-52	N/A	1.34e-17	6.22e-61	[], []
24	OQ468865.1	353	65	B.1.13	N/A	N/A	1-62,63-65		B.1.13 + B.1.17.NmC6	>>	N/A	62-63	N/A	6.77e-01	1.41e-56	[], []
24	OQ469058.1	353	67	B.1.13	N/A	N/A	1-51,52-67		B.1.7 + B.1.8.NmC1	>>	N/A	51-52	N/A	3.14e-25	2.57e-118	[], []
24	OQ469075.1	353	66	B.1.13	N/A	N/A	1-51,52-66		B.1.7 + B.1.13.NmC2	>>	N/A	51-52	N/A	1.34e-17	6.22e-61	[], []
24	OQ469079.1	353	65	B.1.13	N/A	N/A	1-62,63-65		B.1.13 + B.1.17.NmC6	>>	N/A	62-63	N/A	6.77e-01	1.41e-56	[], []
24	OQ469180.1	353	62	B.1.13	N/A	N/A	1-49,50-62		B.1.7 + B.1.1.NmC1	>>	N/A	49-50	N/A	1.08e-17	1.94e-84	[], []
24	OQ504419.1	353	62	B.1.13	N/A	N/A	1-59,60-62		B.1.13 + B.1.17.NmC6	>>	N/A	59-60	N/A	6.74e-01	2.54e-49	[], []
24	PV984942.1	353	64	B.1.13	N/A	N/A	1-22,23-64		C.1.NmC2 + B.1.13	<<	N/A	22-23	N/A	8.37e-120	3.41e-04	[], []
24	OP480407.1	353	62	B.1.13	N/A	N/A	1-48,49-62		B.1.4 + B.1.13	>>	N/A	48-49	N/A	2.08e-23	1.53e-07	[], []
24	OR264397.1	353	65	B.1.13	N/A	N/A	1-62,63-65		B.1.13 + B.1.17.NmC6	>>	N/A	62-63	N/A	6.74e-01	9.28e-59	[], []
24	OP477448.1	353	50	B.1.13	N/A	N/A	1-34,35-50		B.1.3 + B.1.10	>>	N/A	34-35	N/A	1.93e-12	8.25e-58	[], []
24	OQ626768.1	353	61	B.1.13	N/A	N/A	1-58,59-61		B.1.2.NmC6 + B.1.11.NmC1	>>	N/A	58-59	N/A	1.97e-10	4.75e-55	[], []
24	OP881944.1	353	65	B.1.13	N/A	N/A	1-49,50-65		B.1.7 + B.1.13	>>	N/A	49-50	N/A	1.54e-23	2.00e-04	[], []
24	OQ054226.1	353	63	B.1.13	N/A	N/A	1-57,58-63		B.1.13.NmC1 + B.1.1.NmC1	>>	N/A	57-58	N/A	3.25e-17	2.29e-60	[], []
24	OQ320452.1	353	66	B.1.13	N/A	N/A	1-63,64-66		B.1.13 + B.1.17.NmC6	>>	N/A	63-64	N/A	6.74e-01	2.10e-70	[], []
24	OP642410.1	353	53	B.1.13	N/A	N/A	1-49,50-53		B.1.13.NmC1 + B.1.6	>>	N/A	49-50	N/A	4.92e-03	1.46e-02	[], []
24	OP642404.1	353	53	B.1.13	N/A	N/A	1-49,50-53		B.1.13.NmC1 + B.1.6	>>	N/A	49-50	N/A	4.94e-03	3.87e-01	[], []
24	OP642409.1	353	54	B.1.13	N/A	N/A	1-51,52-54		B.1.13.NmC1 + B.1.10	>>	N/A	51-52	N/A	5.96e-02	7.02e-13	[], []
24	OQ427118.1	353	68	B.1.13	N/A	N/A	1-65,66-68		B.1.13 + B.1.17.NmC6	>>	N/A	65-66	N/A	6.77e-01	3.00e-81	[], []
24	PV984939.1	353	71	B.1.13	N/A	N/A	1-68,69-71		B.1.13 + B.1.17.NmC6	>>	N/A	68-69	N/A	6.74e-01	2.60e-87	[], []
24	PP002092.1	353	66	B.1.13	N/A	N/A	1-37,38-39,40-66	37-40 -> 	B.1.13 + B.1.22 + B.1.13	<<	N/A	37-38, 39-40	N/A	2.18e-05	1.10e-70	[], []
25	OR449661.1	113	62	B.1.NmC6	N/A	N/A	1-53,54-56,57-62	53-57 -> 	B.1.NmC6 + B.1.2.NmC3 + B.1.NmC6	>>	N/A	53-54, 56-57	N/A	1.80e-03	1.43e-52	[], []
25	OR449674.1	113	60	B.1.NmC6	N/A	N/A	1-57,58-60		B.1.NmC6 + C.1.NmC1	>>	N/A	57-58	N/A	3.39e+00	6.44e-96	[], []
25	OR449697.1	113	61	B.1.NmC6	N/A	N/A	1-48,51-61	48-51	B.1.NmC5 + B.1.NmC6	>>	N/A	50-51	N/A	9.94e-18	2.25e-02	[], []
25	OR449698.1	113	61	B.1.NmC6	N/A	N/A	1-54,55-61		B.1.NmC6 + B.1.8.NmC1	>>	N/A	54-55	N/A	1.23e-03	9.36e-107	[], []
25	OR449730.1	113	58	B.1.NmC6	N/A	N/A	1-52,53-55,56-58	52-56 -> 	B.1.NmC6 + B.1.2.NmC3 + B.1.NmC6	>>	N/A	52-53, 55-56	N/A	1.80e-03	2.76e-39	[], []
26	OP890372.1	375	50	B.1.17.NmC1	N/A	N/A	1-46,47-50		B.1.8 + C.1.NmC2	>>	N/A	46-47	N/A	1.04e+09	2.63e-113	[], []
26	OP890374.1	375	47	B.1.17.NmC1	N/A	N/A	1-43,44-47		B.1.2.NmC6 + C.1.NmC2	>>	N/A	43-44	N/A	3.48e-16	6.41e-61	[], []
26	OP890375.1	375	47	B.1.17.NmC1	N/A	N/A	1-43,44-47		B.1.2.NmC6 + C.1.NmC2	>>	N/A	43-44	N/A	3.48e-16	6.41e-61	[], []
26	OP890378.1	375	50	B.1.17.NmC1	N/A	N/A	1-46,47-50		B.1.NmC7 + C.1.NmC2	>>	N/A	46-47	N/A	6.64e+01	2.48e-52	[], []
26	OP890413.1	375	49	B.1.17.NmC1	N/A	N/A	1-44,45-49		B.1.1 + B.1.17.NmC6	>>	N/A	44-45	N/A	9.66e-34	7.33e-01	[], []
26	OP890418.1	375	48	B.1.17.NmC1	N/A	N/A	1-43,44-48		B.1.17.NmC6 + B.1.NmC2	>>	N/A	43-44	N/A	2.67e-07	5.76e-45	[], []
26	OP890437.1	375	47	B.1.17.NmC1	N/A	N/A	1-43,44-47		B.1.2.NmC6 + C.1.NmC2	>>	N/A	43-44	N/A	3.48e-16	6.41e-61	[], []
26	OP890439.1	375	47	B.1.17.NmC1	N/A	N/A	1-42,43-47		B.1.2.NmC6 + B.1.11.NmC2	>>	N/A	42-43	N/A	1.17e-17	2.36e-62	[], []
26	OP890441.1	375	50	B.1.17.NmC1	N/A	N/A	1-46,47-50		B.1.8 + C.1.NmC2	>>	N/A	46-47	N/A	1.04e+09	2.63e-113	[], []
26	OP890459.1	375	53	B.1.17.NmC1	N/A	N/A	1-33,34-36,37-53	33-37 -> 	B.1.7.NmC1 + B.1.17.NmC1 + B.1.7.NmC1	<<	N/A	33-34, 36-37	N/A	1.62e-12	4.02e+11	[], []
26	OP890484.1	375	52	B.1.17.NmC1	N/A	N/A	1-10,12-13,14-52	10-14 -> 10-12	B.1.7.NmC1 + B.1.17.NmC6 + B.1.7.NmC1	<<	N/A	11-12, 13-14	N/A	6.15e-08	2.07e+20	[], []
26	OP890500.1	375	53	B.1.17.NmC1	N/A	N/A	1-24,25-53		B.1.11 + B.1.17.NmC1	>>	N/A	24-25	N/A	1.43e-56	2.35e-05	[], []
26	OP928181.1	375	51	B.1.17.NmC1	N/A	N/A	1-44,45-46,48-51	44-48 -> 46-48	B.1.17.NmC1 + B.1.18 + B.1.17.NmC1	>>	N/A	44-45, 46-47	N/A	6.98e-11	1.10e-49	[], []
26	OP928185.1	375	46	B.1.17.NmC1	N/A	N/A	1-42,43-46		B.1.2.NmC6 + C.1.NmC2	>>	N/A	42-43	N/A	3.48e-16	5.41e-61	[], []
26	ON585032.1	375	53	B.1.17.NmC1	N/A	N/A	1-45,49-53	45-49	B.1.17.NmC3 + A.1.NmC1	>>	N/A	45-46	N/A	3.13e-22	4.02e-151	[], []
26	OR035683.1	375	50	B.1.17.NmC1	N/A	N/A	1-43,44-50		B.1.2.NmC2 + B.1.21	>>	N/A	43-44	N/A	3.82e-18	1.02e-68	[], []
26	OP414310.1	375	51	B.1.17.NmC1	N/A	N/A	1-45,46-51		B.1.7 + B.1.17.NmC1	>>	N/A	45-46	N/A	7.75e-30	1.49e-02	[], []
26	OP580589.1	375	54	B.1.17.NmC1	N/A	N/A	1-41,42-54		B.1.17.NmC4 + B.1.17.NmC1	>>	N/A	41-42	N/A	1.24e-25	1.48e-02	[], []
26	OP324503.1	375	50	B.1.17.NmC1	N/A	N/A	1-43,44-50		B.1.7 + B.1.17.NmC1	>>	N/A	43-44	N/A	5.98e-36	3.94e-02	[], []
26	OP597778.1	375	49	B.1.17.NmC1	N/A	N/A	1-43,44-49		B.1.NmC4 + B.1.7	>>	N/A	43-44	N/A	1.03e-19	5.24e-08	[], []
26	OP879743.1	375	47	B.1.17.NmC1	N/A	N/A	1-42,43-47		B.1.2.NmC6 + B.1.11.NmC2	>>	N/A	42-43	N/A	1.17e-17	2.80e-62	[], []
26	OR035684.1	375	50	B.1.17.NmC1	N/A	N/A	1-43,44-50		B.1.2.NmC2 + B.1.21	>>	N/A	43-44	N/A	3.33e-18	1.02e-68	[], []
26	OP324494.1	375	50	B.1.17.NmC1	N/A	N/A	1-44,45-50		B.1.7 + B.1.17.NmC1	>>	N/A	44-45	N/A	7.75e-30	1.92e-02	[], []
26	OP879764.1	375	48	B.1.17.NmC1	N/A	N/A	1-44,45-48		B.1.NmC4 + C.1.NmC2	>>	N/A	44-45	N/A	6.54e+01	4.15e-55	[], []
26	OP324480.1	375	54	B.1.17.NmC1	N/A	N/A	1-47,48-54		B.1.17.NmC1 + B.1.NmC3	>>	N/A	47-48	N/A	4.80e-01	1.48e-36	[], []
26	OP324458.1	375	48	B.1.17.NmC1	N/A	N/A	1-42,43-48		B.1.7 + B.1.17.NmC1	>>	N/A	42-43	N/A	7.75e-30	9.98e-02	[], []
26	OP587251.1	375	48	B.1.17.NmC1	N/A	N/A	1-43,44-48		B.1.2.NmC3 + B.1.17.NmC1	>>	N/A	43-44	N/A	3.08e-66	3.32e-10	[], []
26	OP680494.1	375	48	B.1.17.NmC1	N/A	N/A	1-44,45-48		B.1.NmC4 + C.1.NmC2	>>	N/A	44-45	N/A	6.50e+01	8.33e-64	[], []
