case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
3	OK054487.1	995	48	A.1	N/A	N/A	1-7,10-48	7-10	A.1 + A.1	<<	N/A	9-10	N/A	2.72e+00	2.72e+00	[], []
3	MF098767.1	995	39	A.1	N/A	N/A	1-12,20-39	12-20	A.1 + A.1	<<	N/A	19-20	N/A	2.72e+00	2.72e+00	[], []
3	OK054391.1	995	45	A.1	N/A	N/A	1-3,11-45	3-11	A.1 + A.1	<<	N/A	4-5	N/A	2.72e+00	2.72e+00	[], []
3	OK054424.1	995	50	A.1	N/A	N/A	1-8,11-50	8-11	A.1 + A.1	<<	N/A	10-11	N/A	2.72e+00	2.72e+00	[], []
3	OK054448.1	995	39	A.1	N/A	N/A	1-4,7-39	4-7	A.1 + A.1	<<	N/A	4-5	N/A	2.72e+00	2.72e+00	[], []
3	OK054410.1	995	44	A.1	N/A	N/A	1-33,38-44	33-38	A.1 + A.1	>>	N/A	37-38	N/A	2.72e+00	2.72e+00	[], []
3	OK054404.1	995	50	A.1	N/A	N/A	1-6,9-50	6-9	A.1 + A.1	<<	N/A	8-9	N/A	2.72e+00	2.72e+00	[], []
3	OK054429.1	995	52	A.1	N/A	N/A	1-8,11-52	8-11	A.1 + A.1	<<	N/A	10-11	N/A	2.72e+00	2.72e+00	[], []
3	OK054452.1	995	51	A.1	N/A	N/A	1-6,9-51	6-9	A.1 + A.1	<<	N/A	8-9	N/A	2.72e+00	2.72e+00	[], []
3	OK054386.1	995	46	A.1	N/A	N/A	1-33,41-46	33-41	A.1 + A.1	>>	N/A	38-39	N/A	2.72e+00	2.72e+00	[], []
3	OK054394.1	995	38	A.1	N/A	N/A	1-6,15-38	6-15	A.1 + A.1	<<	N/A	6-7	N/A	2.72e+00	2.72e+00	[], []
3	OK054443.1	995	49	A.1	N/A	N/A	1-5,8-49	5-8	A.1 + A.1	<<	N/A	5-6	N/A	2.72e+00	2.72e+00	[], []
3	OK054480.1	995	51	A.1	N/A	N/A	1-6,9-51	6-9	A.1 + A.1	<<	N/A	8-9	N/A	2.72e+00	2.72e+00	[], []
3	MK269353.1	995	48	A.1	N/A	N/A	1-39,46-48	39-46	A.1 + A.1	>>	N/A	39-40	N/A	2.72e+00	2.72e+00	[], []
3	MF434522.1	995	50	A.1	N/A	N/A	1-5,14-50	5-14	A.1 + A.1	<<	N/A	7-8	N/A	2.72e+00	2.72e+00	[], []
3	KY272987.1	995	162	A.1	N/A	N/A	1-79,159-162	79-159	A.1 + A.1.NmC1	<<	N/A	156-157	N/A	1.49e+09	0.00e+00	[], []
3	MW122443.1	995	55	A.1	N/A	N/A	1-24,29-55	24-29	A.1 + A.1	<<	N/A	25-26	N/A	2.72e+00	2.72e+00	[], []
3	KX922708.1	995	52	A.1	N/A	N/A	1-14,27-52	14-27	A.1 + A.1	<<	N/A	14-15	N/A	2.72e+00	2.72e+00	[], []
3	OK054425.1	995	48	A.1	N/A	N/A	1-7,10-48	7-10	A.1 + A.1	<<	N/A	9-10	N/A	2.72e+00	2.72e+00	[], []
3	OQ661916.1	995	167	A.1	N/A	N/A	1-53,164-167	53-164	A.1 + A.1.NmC1	<<	N/A	163-164	N/A	9.87e+00	0.00e+00	[], []
3	OK054403.1	995	50	A.1	N/A	N/A	1-5,8-50	5-8	A.1 + A.1	<<	N/A	5-6	N/A	2.72e+00	2.72e+00	[], []
3	MW122429.1	995	50	A.1	N/A	N/A	1-22,26-50	22-26	A.1 + A.1	<<	N/A	25-26	N/A	2.72e+00	2.72e+00	[], []
3	OK054370.1	995	38	A.1	N/A	N/A	1-4,7-38	4-7	A.1 + A.1	<<	N/A	4-5	N/A	2.72e+00	2.72e+00	[], []
3	PP431245.1	995	38	A.1	N/A	N/A	1-18,28-34,35-38	18-35 -> 18-28	A.1.NmC2 + A.1 + A.1.NmC2	>>	N/A	22-23, 34-35	N/A	1.21e-22	5.01e-06	[], []
3	MW915412.1	995	79	A.1	N/A	N/A	1-5,76-79	5-76	A.1 + A.1.NmC1	>>	N/A	75-76	N/A	1.77e+06	3.99e-245	[], []
3	MW165880.1	995	53	A.1	N/A	N/A	1-22,25-53	22-25	A.1 + A.1	<<	N/A	23-24	N/A	2.72e+00	2.72e+00	[], []
3	MW122411.1	995	49	A.1	N/A	N/A	1-13,22-49	13-22	A.1 + A.1	<<	N/A	16-17	N/A	2.72e+00	2.72e+00	[], []
3	KY328290.1	995	125	A.1	N/A	N/A	1-6,118-125	6-118	A.1 + A.1	<<	N/A	96-97	N/A	2.72e+00	2.72e+00	[], []
3	MW122412.1	995	53	A.1	N/A	N/A	1-10,23-53	10-23	A.1 + A.1	<<	N/A	10-11	N/A	2.72e+00	2.72e+00	[], []
3	MW915413.1	995	92	A.1	N/A	N/A	1-4,86-92	4-86	A.1 + A.1	<<	N/A	85-86	N/A	2.72e+00	2.72e+00	[], []
3	MW915414.1	995	100	A.1	N/A	N/A	1-4,97-100	4-97	A.1 + A.1.NmC1	<<	N/A	96-97	N/A	6.60e-01	3.27e-317	[], []
3	MH119185.1	995	160	A.1	N/A	N/A	1-51,158-160	51-158	A.1 + A.1.NmC1	>>	N/A	154-155	N/A	1.88e+14	0.00e+00	[], []
3	MW122413.1	995	56	A.1	N/A	N/A	1-10,20-56	10-20	A.1 + A.1	<<	N/A	13-14	N/A	2.72e+00	2.72e+00	[], []
3	MT507047.1	995	44	A.1	N/A	N/A	1-5,11-44	5-11	A.1 + A.1	<<	N/A	8-9	N/A	2.72e+00	2.72e+00	[], []
3	MT507048.1	995	44	A.1	N/A	N/A	1-4,10-44	4-10	A.1 + A.1	<<	N/A	5-6	N/A	2.72e+00	2.72e+00	[], []
3	MT507049.1	995	46	A.1	N/A	N/A	1-6,12-46	6-12	A.1 + A.1	<<	N/A	6-7	N/A	2.72e+00	2.72e+00	[], []
3	MT507050.1	995	46	A.1	N/A	N/A	1-6,12-46	6-12	A.1 + A.1	<<	N/A	6-7	N/A	2.72e+00	2.72e+00	[], []
3	PP626400.1	995	173	A.1	N/A	N/A	1-7,123-169,170-173	7-170 -> 7-123	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	16-17, 169-170	N/A	0.00e+00	1.13e+04	[], []
3	MW122450.1	995	54	A.1	N/A	N/A	1-46,50-54	46-50	A.1 + A.1	>>	N/A	49-50	N/A	2.72e+00	2.72e+00	[], []
3	OP858751.1	995	40	A.1	N/A	N/A	1-18,21-40	18-21	A.1 + A.1	<<	N/A	20-21	N/A	2.72e+00	2.72e+00	[], []
3	MT377493.2	995	173	A.1	N/A	N/A	1-7,123-169,170-173	7-170 -> 7-123	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	16-17, 169-170	N/A	0.00e+00	1.13e+04	[], []
3	MK829152.1	995	30	A.1	N/A	N/A	1-4,14-30	4-14	A.1 + A.1	<<	N/A	7-8	N/A	2.72e+00	2.72e+00	[], []
3	MT078742.1	995	36	A.1	N/A	N/A	1-4,19-36	4-19	A.1 + A.1	<<	N/A	4-5	N/A	2.72e+00	2.72e+00	[], []
3	MH063259.1	995	36	A.1	N/A	N/A	1-7,15-36	7-15	A.1 + A.1	<<	N/A	7-8	N/A	2.72e+00	2.72e+00	[], []
3	MH063263.1	995	47	A.1	N/A	N/A	1-36,42-47	36-42	A.1 + A.1	>>	N/A	39-40	N/A	2.72e+00	2.72e+00	[], []
3	MK829154.1	995	42	A.1	N/A	N/A	1-20,34-42	20-34	A.1 + A.1	>>	N/A	26-27	N/A	2.72e+00	2.72e+00	[], []
3	OQ661918.1	995	173	A.1	N/A	N/A	1-55,171-173	55-171	A.1 + A.1.NmC1	>>	N/A	167-168	N/A	1.88e+14	0.00e+00	[], []
3	MK238035.1	995	151	A.1	N/A	N/A	1-6,149-151	6-149	A.1 + A.1.NmC1	<<	N/A	145-146	N/A	8.07e+20	0.00e+00	[], []
3	MK238037.1	995	152	A.1	N/A	N/A	1-5,6-8,113-152	5-113 -> 8-113	A.1 + A.1.NmC1 + A.1	<<	N/A	5-6, 9-10	N/A	1.38e-02	0.00e+00	[], []
3	MK238039.1	995	91	A.1	N/A	N/A	1-27,87-91	27-87	A.1 + A.1	>>	N/A	71-72	N/A	2.72e+00	2.72e+00	[], []
3	MK238038.1	995	146	A.1	N/A	N/A	1-5,6-8,111-146	5-111 -> 8-111	A.1 + A.1.NmC1 + A.1	<<	N/A	5-6, 9-10	N/A	1.39e-02	0.00e+00	[], []
3	MN611472.1	995	107	A.1	N/A	N/A	1-6,104-107	6-104	A.1.NmC1 + A.1	<<	N/A	6-7	N/A	0.00e+00	2.37e+06	[], []
3	EU545988.1	995	205	A.1	N/A	N/A	1-8,141-205	8-141	A.1 + A.1	<<	N/A	136-137	N/A	2.72e+00	2.72e+00	[], []
3	KU955593.1	995	176	A.1	N/A	N/A	1-172,173-176		A.1 + A.1.NmC1	>>	N/A	172-173	N/A	6.96e-02	0.00e+00	[], []
3	KX377336.1	995	469	A.1	N/A	N/A	1-463,464-466,467-469	463-467 -> 	A.1 + A.1.NmC1 + A.1	>>	N/A	463-464, 466-467	N/A	1.28e-02	0.00e+00	[], []
3	KX601167.1	995	466	A.1	N/A	N/A	1-460,461-463,464-466	460-464 -> 	A.1 + A.1.NmC1 + A.1	>>	N/A	460-461, 463-464	N/A	1.28e-02	0.00e+00	[], []
3	KX694533.2	995	469	A.1	N/A	N/A	1-463,464-466,467-469	463-467 -> 	A.1 + A.1.NmC1 + A.1	>>	N/A	463-464, 466-467	N/A	1.27e-02	0.00e+00	[], []
3	MG645981.1	995	148	A.1	N/A	N/A	1-10,83-84,85-148	10-85 -> 10-83	A.1 + A.1.NmC1 + A.1	>>	N/A	81-82, 84-85	N/A	6.38e+01	0.00e+00	[], []
3	MH158236.1	995	176	A.1	N/A	N/A	1-172,173-176		A.1 + A.1.NmC1	>>	N/A	172-173	N/A	6.96e-02	0.00e+00	[], []
3	MT377502.1	995	142	A.1	N/A	N/A	1-6,140-142	6-140	A.1 + A.1.NmC1	<<	N/A	136-137	N/A	2.93e+15	0.00e+00	[], []
3	MT377504.1	995	143	A.1	N/A	N/A	1-6,141-143	6-141	A.1 + A.1.NmC1	<<	N/A	137-138	N/A	2.93e+15	0.00e+00	[], []
3	MW015936.1	995	142	A.1	N/A	N/A	1-6,140-142	6-140	A.1 + A.1.NmC1	<<	N/A	136-137	N/A	2.93e+15	0.00e+00	[], []
3	OP281680.1	995	148	A.1	N/A	N/A	1-12,146-148	12-146	A.1 + A.1.NmC1	<<	N/A	142-143	N/A	2.93e+15	0.00e+00	[], []
3	OQ165285.1	995	469	A.1	N/A	N/A	1-463,464-466,467-469	463-467 -> 	A.1 + A.1.NmC1 + A.1	>>	N/A	463-464, 466-467	N/A	1.28e-02	0.00e+00	[], []
3	PQ849442.1	995	180	A.1	N/A	N/A	1-176,177-180		A.1 + A.1.NmC1	>>	N/A	176-177	N/A	6.96e-02	0.00e+00	[], []
3	ON142674.1	995	116	A.1	N/A	N/A	1-6,60-116	6-60	A.1.NmC1 + A.1	<<	N/A	6-7	N/A	0.00e+00	1.69e+05	[], []
3	OR264642.1	995	114	A.1	N/A	N/A	1-6,7-34,110-114	6-110 -> 34-110	A.1.NmC1 + A.1 + A.1.NmC1	<<	N/A	6-7, 109-110	N/A	0.00e+00	1.05e+00	[], []
3	OM666892.1	995	182	A.1	N/A	N/A	1-51,52-58,127-182	51-127 -> 58-127	A.1 + A.1.NmC1 + A.1	>>	N/A	51-52, 59-60	N/A	1.71e-01	0.00e+00	[], []
3	OM666893.1	995	181	A.1	N/A	N/A	1-161,179-181	161-179	A.1 + A.1	>>	N/A	163-164	N/A	2.72e+00	2.72e+00	[], []
3	OM666891.1	995	177	A.1	N/A	N/A	1-53,54-62,123-177	53-123 -> 62-123	A.1 + A.1.NmC1 + A.1	>>	N/A	53-54, 70-71	N/A	5.90e+27	0.00e+00	[], []
3	OQ734448.1	995	117	A.1	N/A	N/A	1-6,65-117	6-65	A.1.NmC1 + A.1	>>	N/A	6-7	N/A	0.00e+00	1.36e-01	[], []
3	OR264643.1	995	130	A.1	N/A	N/A	1-4,68-126,127-130	4-127 -> 4-68	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	8-9, 126-127	N/A	0.00e+00	5.76e+09	[], []
3	OR264644.1	995	138	A.1	N/A	N/A	1-6,86-138	6-86	A.1.NmC1 + A.1	<<	N/A	7-8	N/A	0.00e+00	1.54e+06	[], []
3	OR264645.1	995	130	A.1	N/A	N/A	1-4,5-121,127-130	4-127 -> 121-127	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	4-5, 126-127	N/A	0.00e+00	4.45e-01	[], []
3	OR264646.1	995	136	A.1	N/A	N/A	1-4,5-42,133-136	4-133 -> 42-133	A.1.NmC1 + A.1 + A.1.NmC1	>>	N/A	4-5, 132-133	N/A	0.00e+00	4.45e-01	[], []
3	OR264647.1	995	133	A.1	N/A	N/A	1-40,130-133	40-130	A.1 + A.1.NmC1	<<	N/A	129-130	N/A	9.92e+00	0.00e+00	[], []
