case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
4	PP_001AUMA	425	45	A.D.5.NmC1	N/A	N/A	1-37,41-45	37-41	A.D.5.NmC1 + A.2.1.1	>>	N/A	40-41	N/A	8.63e-04	0.00e+00	[], []
4	PP_001BVM7	425	42	A.D.5.NmC1	N/A	N/A	1-18,19-26,27-42	18-27 -> 	A.D.5.NmC1 + A.D + A.D.5.NmC1	<<	N/A	18-19, 26-27	N/A	7.34e-09	4.80e-90	[], []
4	PP_001DP2E	425	47	A.D.5.NmC1	N/A	N/A	1-36,45-47	36-45	A.D.5.NmC1 + A.D.5.NmC1	>>	N/A	38-39	N/A	2.72e+00	2.72e+00	[], []
4	PP_001DP3C	425	44	A.D.5.NmC1	N/A	N/A	1-35,39-44	35-39	A.D.5.NmC1 + A.2.1.1	>>	N/A	38-39	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DPN7	425	42	A.D.5.NmC1	N/A	N/A	1-34,37-42	34-37	A.D.2.1 + A.2.1.1	>>	N/A	36-37	N/A	0.00e+00	0.00e+00	[], []
4	PP_001DPP5	425	40	A.D.5.NmC1	N/A	N/A	1-31,35-40	31-35	A.D.5.NmC1 + A.2.1.1	>>	N/A	34-35	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DPUV	425	55	A.D.5.NmC1	N/A	N/A	1-45,50-55	45-50	A.D.5.NmC1 + A.2.1.1	>>	N/A	49-50	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DPQ3	425	40	A.D.5.NmC1	N/A	N/A	1-31,35-40	31-35	A.D.5.NmC1 + A.2.1.1	>>	N/A	34-35	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DP58	425	39	A.D.5.NmC1	N/A	N/A	1-31,35-39	31-35	A.D.5.NmC1 + A.2.1.1	>>	N/A	34-35	N/A	8.67e-04	0.00e+00	[], []
4	PP_001DPAY	425	44	A.D.5.NmC1	N/A	N/A	1-35,39-44	35-39	A.D.5.NmC1 + A.2.1.1	>>	N/A	38-39	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DP82	425	44	A.D.5.NmC1	N/A	N/A	1-35,39-44	35-39	A.D.5.NmC1 + A.2.1.1	>>	N/A	38-39	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DPDS	425	43	A.D.5.NmC1	N/A	N/A	1-33,38-43	33-38	A.D.5.NmC1 + A.2.1.1	>>	N/A	37-38	N/A	1.17e-04	0.00e+00	[], []
4	PP_001F6TA	425	40	A.D.5.NmC1	N/A	N/A	1-17,18-24,25-40	17-25 -> 	A.D.5.NmC1 + A.D.3 + A.D.5.NmC1	<<	N/A	17-18, 24-25	N/A	1.73e-08	8.51e-80	[], []
4	PP_001KGTR	425	28	A.D.5.NmC1	N/A	N/A	1-19,23-28	19-23	A.D.5.NmC1 + A.2.1.1	>>	N/A	22-23	N/A	1.17e-04	0.00e+00	[], []
4	PP_001KGYF	425	29	A.D.5.NmC1	N/A	N/A	1-21,25-29	21-25	A.D.5.NmC1 + A.2.1.1	>>	N/A	24-25	N/A	7.03e-04	0.00e+00	[], []
4	PP_001KH0B	425	35	A.D.5.NmC1	N/A	N/A	1-28,32-35	28-32	A.D.5.NmC1 + A.2.1.1	>>	N/A	31-32	N/A	4.11e-03	0.00e+00	[], []
4	PP_001KH19	425	28	A.D.5.NmC1	N/A	N/A	1-19,23-28	19-23	A.D.5.NmC1 + A.2.1.1	>>	N/A	22-23	N/A	1.17e-04	0.00e+00	[], []
4	PP_001KH51	425	31	A.D.5.NmC1	N/A	N/A	1-22,26-31	22-26	A.D.5.NmC1 + A.2.1.1	>>	N/A	25-26	N/A	1.17e-04	0.00e+00	[], []
4	PP_001TR5B	425	38	A.D.5.NmC1	N/A	N/A	1-28,35-38	28-35	A.D.5.NmC1 + A.2.1.1	>>	N/A	34-35	N/A	3.87e-03	0.00e+00	[], []
4	PP_001TPYS	425	38	A.D.5.NmC1	N/A	N/A	1-30,34-38	30-34	A.D.5.NmC1 + A.2.1.1	>>	N/A	33-34	N/A	8.63e-04	0.00e+00	[], []
4	PP_001LEM3	425	40	A.D.5.NmC1	N/A	N/A	1-6,20-40	6-20	A.D.2.1 + A.D.5.NmC1	<<	N/A	7-8	N/A	0.00e+00	4.24e+06	[], []
4	PP_001LF43	425	42	A.D.5.NmC1	N/A	N/A	1-16,24-42	16-24	A.D.5.NmC1 + A.D.5.NmC1	<<	N/A	17-18	N/A	2.72e+00	2.72e+00	[], []
4	PP_001LF9T	425	42	A.D.5.NmC1	N/A	N/A	1-16,24-42	16-24	A.D.5.NmC1 + A.D.5.NmC1	<<	N/A	17-18	N/A	2.72e+00	2.72e+00	[], []
4	PP_001LPF7	425	45	A.D.5.NmC1	N/A	N/A	1-42,43-45		A.3.1.1 + A.D.5.NmC1	>>	N/A	42-43	N/A	2.20e-02	1.11e-08	[], []
4	PP_001LK23	425	42	A.D.5.NmC1	N/A	N/A	1-16,24-42	16-24	A.D.5.NmC1 + A.D.5.NmC1	<<	N/A	17-18	N/A	2.72e+00	2.72e+00	[], []
4	PP_001LLWD	425	40	A.D.5.NmC1	N/A	N/A	1-16,17-23,24-40	16-24 -> 	A.D.5.NmC1 + A.D + A.D.5.NmC1	<<	N/A	16-17, 23-24	N/A	9.40e-10	1.07e-78	[], []
4	PP_001TQ3G	425	47	A.D.5.NmC1	N/A	N/A	1-39,43-47	39-43	A.D.5.NmC1 + A.2.1.1	>>	N/A	42-43	N/A	8.63e-04	0.00e+00	[], []
4	PP_001TQ4E	425	47	A.D.5.NmC1	N/A	N/A	1-39,43-47	39-43	A.D.5.NmC1 + A.2.1.1	>>	N/A	42-43	N/A	8.63e-04	0.00e+00	[], []
4	PP_001XAHT	425	64	A.D.5.NmC1	N/A	N/A	1-43,44-64		A.D.4.NmC2 + A.D.5.NmC1	>>	N/A	43-44	N/A	3.07e-24	3.58e+40	[], []
4	PP_001XAGW	425	71	A.D.5.NmC1	N/A	N/A	1-50,51-71		A.D.4.NmC2 + A.D.5.NmC1	>>	N/A	50-51	N/A	3.07e-24	8.55e+17	[], []
4	PP_002Y1JX	425	47	A.D.5.NmC1	N/A	N/A	1-26,27-47		A.D.5 + A.D.5.NmC1	>>	N/A	26-27	N/A	1.70e-152	4.33e-08	[], []
5	PP_001C7VB	1219	720	A.D.3.3	N/A	N/A	1-711,712-720		A.D.5.3 + A.D.3.3	>>	N/A	711-712	N/A	7.94e-22	4.79e-18	[], []
6	PP_001HWSH	2353	20	A.D	N/A	N/A	1-3,4-20		A.3.1.1 + A.D	<<	N/A	3-4	N/A	1.89e-23	5.86e-01	[], []
6	PP_001A5UK	2353	23	A.D	N/A	N/A	1-19,20-23		A.D + A.3.1.NmC1	>>	N/A	19-20	N/A	4.22e-10	3.35e-56	[], []
6	PP_001A1WK	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001KKK4	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001NDYC	2353	25	A.D	N/A	N/A	1-21,22-25		A.D + A.D.2.2.NmC1	>>	N/A	21-22	N/A	8.77e-10	6.88e-09	[], []
6	PP_001DEW0	2353	22	A.D	N/A	N/A	1-10,12-22	10-12	A.D.2.1 + A.D	<<	N/A	10-11	N/A	0.00e+00	1.19e-04	[], []
6	PP_001DEZU	2353	23	A.D	N/A	N/A	1-4,5-23		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001DF2N	2353	25	A.D	N/A	N/A	1-4,5-25		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001DF5G	2353	25	A.D	N/A	N/A	1-4,5-25		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001DF6E	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001DFB4	2353	23	A.D	N/A	N/A	1-4,5-23		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001DFGU	2353	25	A.D	N/A	N/A	1-17,18-25		A.D.2.1 + A.D	>>	N/A	17-18	N/A	0.00e+00	7.97e-06	[], []
6	PP_001DFHR	2353	25	A.D	N/A	N/A	1-4,5-25		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001FW9P	2353	21	A.D	N/A	N/A	1-5,6-21		A.D.2.2.NmC1 + A.D.3	<<	N/A	5-6	N/A	7.35e-25	2.79e-110	[], []
6	PP_001HXVA	2353	25	A.D	N/A	N/A	1-21,22-25		A.D + A.3.1.NmC1	>>	N/A	21-22	N/A	4.22e-10	3.81e-59	[], []
6	PP_001JUAG	2353	23	A.D	N/A	N/A	1-4,5-23		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001JUSH	2353	29	A.D	N/A	N/A	1-16,19-29	16-19	A.D.2.1 + A.D.3.NmC1	<<	N/A	18-19	N/A	0.00e+00	3.71e-240	[], []
6	PP_001NE08	2353	25	A.D	N/A	N/A	1-21,22-25		A.D + A.D.2.2.NmC1	>>	N/A	21-22	N/A	8.77e-10	6.88e-09	[], []
6	PP_001BWZG	2353	25	A.D	N/A	N/A	1-5,6-25		A.D.5.NmC1 + A.D	<<	N/A	5-6	N/A	3.66e-80	2.28e-04	[], []
6	PP_001BX0E	2353	25	A.D	N/A	N/A	1-6,8-25	6-8	A.D.2.1 + A.D	<<	N/A	6-7	N/A	0.00e+00	1.49e-04	[], []
6	PP_0016M5Q	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001C8UC	2353	20	A.D	N/A	N/A	1-17,18-20		A.D.NmC2 + A.3	>>	N/A	17-18	N/A	1.46e-09	5.26e-54	[], []
6	PP_001CB5N	2353	18	A.D	N/A	N/A	1-6,7-18		A.D + A.D.3	<<	N/A	6-7	N/A	1.15e-02	5.38e-82	[], []
6	PP_001NBL4	2353	26	A.D	N/A	N/A	1-22,23-26		A.D + A.D.2.2.NmC1	>>	N/A	22-23	N/A	8.77e-10	1.96e-15	[], []
6	PP_001NRNL	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001NRU8	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001NRV6	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001KKSQ	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001EY4Z	2353	19	A.D	N/A	N/A	1-3,4-19		A.3.1.1 + A.D	<<	N/A	3-4	N/A	5.14e-24	5.86e-01	[], []
6	PP_001EZJ3	2353	21	A.D	N/A	N/A	1-3,4-21		A.3.1.1 + A.D	<<	N/A	3-4	N/A	6.91e-30	5.86e-01	[], []
6	PP_001EZK1	2353	28	A.D	N/A	N/A	1-24,25-28		A.D + A.D.2.2.NmC1	>>	N/A	24-25	N/A	8.77e-10	6.54e-36	[], []
6	PP_001JV1Z	2353	23	A.D	N/A	N/A	1-4,5-23		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001KKTN	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001EZLZ	2353	28	A.D	N/A	N/A	1-24,25-28		A.D + A.D.2.2.NmC1	>>	N/A	24-25	N/A	8.77e-10	6.54e-36	[], []
6	PP_001EZMX	2353	28	A.D	N/A	N/A	1-24,25-28		A.D + A.D.2.2.NmC1	>>	N/A	24-25	N/A	8.77e-10	6.54e-36	[], []
6	PP_001EZNV	2353	28	A.D	N/A	N/A	1-24,25-28		A.D + A.D.2.2.NmC1	>>	N/A	24-25	N/A	8.77e-10	6.54e-36	[], []
6	PP_001EYVG	2353	19	A.D	N/A	N/A	1-3,4-19		A.3.1.1 + A.D	<<	N/A	3-4	N/A	5.14e-24	5.86e-01	[], []
6	PP_001KKUL	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001KKVJ	2353	25	A.D	N/A	N/A	1-4,5-25		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.87e-04	[], []
6	PP_001NRY0	2353	27	A.D	N/A	N/A	1-9,10-27		A.3.1.1 + A.D	<<	N/A	9-10	N/A	3.24e-24	7.60e-05	[], []
6	PP_001NS0W	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001NS1U	2353	29	A.D	N/A	N/A	1-16,19-29	16-19	A.D.5.NmC1 + A.D.3.NmC1	<<	N/A	18-19	N/A	3.70e-86	5.58e-127	[], []
6	PP_001L2S5	2353	27	A.D	N/A	N/A	1-14,19-27	14-19	A.D.NmC2 + A.D.3.NmC1	>>	N/A	17-18	N/A	4.94e-09	3.79e-132	[], []
6	PP_001NS7G	2353	27	A.D	N/A	N/A	1-9,10-27		A.3.1.1 + A.D	<<	N/A	9-10	N/A	3.24e-24	7.60e-05	[], []
6	PP_001NS8E	2353	26	A.D	N/A	N/A	1-6,8-26	6-8	A.3.1.1 + A.D	<<	N/A	6-7	N/A	1.18e-29	3.16e-04	[], []
6	PP_001NS9C	2353	29	A.D	N/A	N/A	1-16,19-29	16-19	A.D.5.NmC1 + A.D.3.NmC1	<<	N/A	18-19	N/A	3.70e-86	5.58e-127	[], []
6	PP_001KKWG	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001KKZA	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001EQQ0	2353	25	A.D	N/A	N/A	1-3,4-25		A.3.1.1 + A.D	<<	N/A	3-4	N/A	4.08e-37	5.83e-01	[], []
6	PP_001KL08	2353	24	A.D	N/A	N/A	1-5,7-24	5-7	A.D.2.1 + A.D	<<	N/A	5-6	N/A	0.00e+00	3.07e-02	[], []
6	PP_001KL16	2353	24	A.D	N/A	N/A	1-5,7-24	5-7	A.D.2.1 + A.D	<<	N/A	5-6	N/A	0.00e+00	3.07e-02	[], []
6	PP_001KL32	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
6	PP_001KL40	2353	24	A.D	N/A	N/A	1-4,5-24		A.D.2.1 + A.D	<<	N/A	4-5	N/A	0.00e+00	1.86e-04	[], []
