genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_0022SUD	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0022SUD
PP_0023USD	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0023USD
PP_0023UTB	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0023UTB
PP_002L3A2	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002L3A2
PP_0027FDB	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027FDB
PP_002L3B0	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002L3B0
PP_0022SX7	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0022SX7
PP_0027FF7	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027FF7
PP_002L3CY	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002L3CY
PP_0024ZNE	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZNE
PP_00250KH	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00250KH
PP_0024ZV0	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZV0
PP_0024ZR8	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZR8
PP_0024ZQA	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZQA
PP_0024ZPC	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZPC
PP_0024ZU2	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZU2
PP_0024ZT4	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZT4
PP_0024ZS6	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZS6
PP_0024ZMG	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZMG
PP_0024ZWY	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZWY
PP_0024ZXW	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZXW
PP_0024ZYU	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZYU
PP_002500N	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002500N
PP_002503G	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002503G
PP_002504E	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002504E
PP_002501L	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002501L
PP_0024ZZS	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0024ZZS
PP_00250A2	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00250A2
PP_002502J	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_002502J
PP_00289UJ	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00289UJ
PP_0027YWT	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027YWT
PP_0027YXR	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027YXR
PP_0027YYP	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027YYP
PP_0027YZM	B.D	B.D + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0027YZM
PP_0021PL0	B.D	B.D.E.3 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0021PL0
PP_0021Q9N	B.D	B.D.E.3 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0021Q9N
PP_00227ZN	B.D	B.D + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00227ZN
PP_0022L8S	B.D	B.D + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_0022L8S
PP_00232YT	B.D	B.D.E.3 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00232YT
PP_00249JC	B.D	B.D.E.3 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_1_B.D_PP_00249JC
PP_002T99J	B.D.4.1.1.NmC1	B.D.4.1.1.NmC1 + B.D.4.1.1.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_4_B.D.4.1.1.NmC1_PP_002T99J
PP_002MM6Q	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MM6Q
PP_002N4JE	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002N4JE
PP_002MLNS	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MLNS
PP_0026ZDV	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0026ZDV
PP_002MS9D	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MS9D
PP_002MMAG	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MMAG
PP_0025573	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0025573
PP_002SQEV	B.D.1.1	B.D.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002SQEV
PP_002MM8L	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MM8L
PP_002MM7N	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MM7N
PP_0021DAX	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DAX
PP_0021DBV	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DBV
PP_0021DCT	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DCT
PP_0021DDR	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DDR
PP_0021DEP	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DEP
PP_0021DFM	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DFM
PP_0021DGK	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DGK
PP_0021DHG	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DHG
PP_0021DLA	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_0021DLA
PP_00232R7	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_00232R7
PP_002MLLW	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MLLW
PP_002MLMU	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MLMU
PP_002MS6K	B.D.1.1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002MS6K
PP_002N4KC	B.D.1.1	B.D.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_5_B.D.1.1_PP_002N4KC
PP_002MUYY	B.D.4.1.1	B.D.4.1.1 + B.D.4.NmC1 + B.D.4.1.1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_7_B.D.4.1.1_PP_002MUYY
PP_0022C80	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0022C80
PP_0022CTV	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0022CTV
PP_00235A1	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00235A1
PP_00235BZ	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00235BZ
PP_00235CX	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00235CX
PP_00235ZN	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00235ZN
PP_0023692	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023692
PP_00236TZ	B.D.1	B.D.1 + B.D.2 + B.D.1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00236TZ
PP_0020BWU	B.D.1	B.D.1 + B.D.4.NmC1 + B.D.1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020BWU
PP_0024559	B.D.1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0024559
PP_00236WT	B.D.1	B.D.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00236WT
PP_00237BX	B.D.1	B.D.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00237BX
PP_00283TS	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00283TS
PP_00283UQ	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00283UQ
PP_0026KLU	B.D.1	B.D.4.1.1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0026KLU
PP_0025V1R	B.D.1	B.D.1 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0025V1R
PP_0025QX3	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0025QX3
PP_0025QY1	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0025QY1
PP_002MLUE	B.D.1	B.D.2 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MLUE
PP_0020RVG	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020RVG
PP_0020RYA	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020RYA
PP_0020RZ8	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020RZ8
PP_0020S7S	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020S7S
PP_0020S8Q	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020S8Q
PP_0020SFA	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SFA
PP_0020SG8	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SG8
PP_0020SH5	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SH5
PP_0020SJ3	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SJ3
PP_0020SK1	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SK1
PP_0020SLZ	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SLZ
PP_0020SMX	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SMX
PP_0020SPT	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SPT
PP_0020SQR	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0020SQR
PP_0021C2E	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C2E
PP_0021C3C	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C3C
PP_0021C4A	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C4A
PP_0021C58	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C58
PP_0021C66	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C66
PP_0021C74	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021C74
PP_0021CM9	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021CM9
PP_0021D49	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021D49
PP_0021SAJ	B.D.1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021SAJ
PP_0021TG5	B.D.1	B.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0021TG5
PP_0022SZ3	B.D.1	B.D + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0022SZ3
PP_0022T1Z	B.D.1	B.D + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0022T1Z
PP_00233VY	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00233VY
PP_0023CDN	B.D.1	B.D.1.NmC1 + B.D.4.1.2	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023CDN
PP_0023FEH	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FEH
PP_0023FFF	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FFF
PP_0023FGD	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FGD
PP_0023FK6	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FK6
PP_0023FM2	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FM2
PP_0023FN0	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FN0
PP_0023FPY	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FPY
PP_0023FQW	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FQW
PP_0023FRU	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FRU
PP_0023FTQ	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FTQ
PP_0023FUN	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FUN
PP_0023FWJ	B.D.1	B.D.NmC1 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FWJ
PP_0023FXG	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FXG
PP_0023FYE	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FYE
PP_0023FZC	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023FZC
PP_0023G0A	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G0A
PP_0023G18	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G18
PP_0023G26	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G26
PP_0023G34	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G34
PP_0023G42	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G42
PP_0023G50	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G50
PP_0023G6Y	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G6Y
PP_0023G7W	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G7W
PP_0023G9S	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023G9S
PP_0023GAQ	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GAQ
PP_0023GBN	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GBN
PP_0023GCL	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GCL
PP_0023GDJ	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GDJ
PP_0023GEG	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GEG
PP_0023GH9	B.D.1	B.D.3 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_0023GH9
PP_00242CY	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00242CY
PP_00242R5	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00242R5
PP_002433F	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002433F
PP_002434D	B.D.1	B.D.4.1.2 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002434D
PP_00273HE	B.D.1	B.D.4.1.2 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00273HE
PP_00273KA	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00273KA
PP_00273M6	B.D.1	B.D.4.1.2 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00273M6
PP_00273US	B.D.1	B.D.E.5 + B.D.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00273US
PP_00273WN	B.D.1	B.D.1.NmC1 + B.3	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_00273WN
PP_002MFYB	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MFYB
PP_002MFZ9	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MFZ9
PP_002MG07	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MG07
PP_002MLDB	B.D.1	B.D.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MLDB
PP_002MME8	B.D.1	B.D.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_8_B.D.1_PP_002MME8
