case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
8	PP_00233VY	334	134	B.D.1	N/A	N/A	1-4,41-134	4-41	B.D.E.5 + B.D.1	<<	N/A	4-5	N/A	0.00e+00	2.84e+06	[], []
8	PP_0023CDN	334	196	B.D.1	N/A	N/A	1-7,189-196	7-189	B.D.1.NmC1 + B.D.4.1.2	<<	N/A	181-182	N/A	1.23e+00	0.00e+00	[], []
8	PP_0023FEH	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FFF	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FGD	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.10e-24	7.81e-02	[], []
8	PP_0023FK6	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FM2	334	39	B.D.1	N/A	N/A	1-5,8-39	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.59e-24	7.81e-02	[], []
8	PP_0023FN0	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FPY	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FQW	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FRU	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	2.21e-24	7.81e-02	[], []
8	PP_0023FTQ	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.10e-24	7.81e-02	[], []
8	PP_0023FUN	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FWJ	334	37	B.D.1	N/A	N/A	1-3,4-37		B.D.NmC1 + B.D.1	<<	N/A	3-4	N/A	3.67e-29	2.35e-01	[], []
8	PP_0023FXG	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023FYE	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	4.94e-18	7.81e-02	[], []
8	PP_0023FZC	334	35	B.D.1	N/A	N/A	1-5,8-35	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	6.43e-18	7.81e-02	[], []
8	PP_0023G0A	334	35	B.D.1	N/A	N/A	1-5,8-35	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	6.43e-18	7.81e-02	[], []
8	PP_0023G18	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	2.21e-24	7.81e-02	[], []
8	PP_0023G26	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023G34	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023G42	334	37	B.D.1	N/A	N/A	1-5,8-37	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	8.20e-19	7.81e-02	[], []
8	PP_0023G50	334	36	B.D.1	N/A	N/A	1-5,8-36	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.19e-18	7.81e-02	[], []
8	PP_0023G6Y	334	38	B.D.1	N/A	N/A	1-6,9-38	6-9	B.D.3 + B.D.1	<<	N/A	6-7	N/A	1.32e-23	5.63e-03	[], []
8	PP_0023G7W	334	38	B.D.1	N/A	N/A	1-5,8-38	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.27e-32	7.81e-02	[], []
8	PP_0023G9S	334	39	B.D.1	N/A	N/A	1-5,8-39	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	3.26e-33	7.81e-02	[], []
8	PP_0023GAQ	334	38	B.D.1	N/A	N/A	1-5,8-38	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.27e-32	7.81e-02	[], []
8	PP_0023GBN	334	38	B.D.1	N/A	N/A	1-5,8-38	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.27e-32	7.81e-02	[], []
8	PP_0023GCL	334	38	B.D.1	N/A	N/A	1-5,8-38	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	2.75e-26	7.81e-02	[], []
8	PP_0023GDJ	334	38	B.D.1	N/A	N/A	1-5,8-38	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	1.27e-32	7.81e-02	[], []
8	PP_0023GEG	334	35	B.D.1	N/A	N/A	1-5,8-35	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	4.41e-19	7.81e-02	[], []
8	PP_0023GH9	334	35	B.D.1	N/A	N/A	1-5,8-35	5-8	B.D.3 + B.D.1	<<	N/A	5-6	N/A	4.41e-19	7.81e-02	[], []
8	PP_00242CY	334	89	B.D.1	N/A	N/A	1-4,16-89	4-16	B.D.E.5 + B.D.1	<<	N/A	4-5	N/A	0.00e+00	6.42e+08	[], []
